verstaendlichkeit,informationsgehalt,kontextadaequanz,overall_wcag,dataset,model,image_id
0.3333333333333333,0.5,0.7,0.5111111111111111,coco,blip2,465718
0.6666666666666666,0.5,0.7,0.6222222222222221,coco,blip2,14888
0.6666666666666666,0.5,0.7,0.6222222222222221,coco,blip2,24027
0.3333333333333333,0.8,0.7,0.611111111111111,coco,blip2,521052
0.6666666666666666,0.5,0.7,0.6222222222222221,coco,blip2,279541
0.3333333333333333,0.8,0.7,0.611111111111111,coco,blip2,366141
0.6666666666666666,0.5,0.7,0.6222222222222221,coco,blip2,293625
0.3333333333333333,0.5,0.7,0.5111111111111111,coco,blip2,407943
0.3333333333333333,0.5,0.7,0.5111111111111111,coco,blip2,335954
0.6666666666666666,0.5,0.7,0.6222222222222221,coco,blip2,312720
0.3333333333333333,0.5,0.7,0.5111111111111111,coco,blip2,568814
0.3333333333333333,0.5,0.7,0.5111111111111111,coco,blip2,9483
0.6666666666666666,0.8,0.7,0.7222222222222223,coco,blip2,370711
0.3333333333333333,0.5,0.7,0.5111111111111111,coco,blip2,419096
0.3333333333333333,0.5,0.7,0.5111111111111111,coco,blip2,535253
0.3333333333333333,0.5,0.7,0.5111111111111111,coco,blip2,209829
0.6666666666666666,0.5,0.7,0.6222222222222221,coco,blip2,422836
0.3333333333333333,0.5,0.7,0.5111111111111111,coco,blip2,293474
0.3333333333333333,0.5,0.7,0.5111111111111111,coco,blip2,256518
0.6666666666666666,0.5,0.7,0.6222222222222221,coco,blip2,162415
0.3333333333333333,0.5,0.7,0.5111111111111111,coco,blip2,215245
0.6666666666666666,0.8,0.7,0.7222222222222223,coco,blip2,189475
0.3333333333333333,0.5,0.7,0.5111111111111111,coco,blip2,343706
0.3333333333333333,0.5,0.7,0.5111111111111111,coco,blip2,165039
0.6666666666666666,0.5,0.7,0.6222222222222221,coco,blip2,161861
0.3333333333333333,0.5,0.7,0.5111111111111111,coco,blip2,67180
0.3333333333333333,0.5,0.7,0.5111111111111111,coco,blip2,497568
0.3333333333333333,0.5,0.7,0.5111111111111111,coco,blip2,162092
0.3333333333333333,0.5,0.7,0.5111111111111111,coco,blip2,284762
0.6666666666666666,0.8,0.7,0.7222222222222223,coco,blip2,164602
0.3333333333333333,0.5,0.7,0.5111111111111111,coco,blip2,64495
0.3333333333333333,0.5,0.7,0.5111111111111111,coco,blip2,485802
0.3333333333333333,0.5,0.7,0.5111111111111111,coco,blip2,158945
0.3333333333333333,0.5,0.7,0.5111111111111111,coco,blip2,54628
0.3333333333333333,0.5,0.7,0.5111111111111111,coco,blip2,301421
0.3333333333333333,0.5,0.7,0.5111111111111111,coco,blip2,36678
0.6666666666666666,0.8,0.7,0.7222222222222223,coco,blip2,404484
0.3333333333333333,0.5,0.7,0.5111111111111111,coco,blip2,291634
0.6666666666666666,0.5,0.7,0.6222222222222221,coco,blip2,549220
0.6666666666666666,0.8,0.7,0.7222222222222223,coco,blip2,309938
0.3333333333333333,0.5,0.7,0.5111111111111111,coco,blip2,26564
0.3333333333333333,0.5,0.7,0.5111111111111111,coco,blip2,559547
0.3333333333333333,0.5,0.7,0.5111111111111111,coco,blip2,58636
0.6666666666666666,0.5,0.7,0.6222222222222221,coco,blip2,80671
0.6666666666666666,0.5,0.7,0.6222222222222221,coco,blip2,3934
0.3333333333333333,0.5,0.7,0.5111111111111111,coco,blip2,39477
0.6666666666666666,0.8,0.7,0.7222222222222223,coco,blip2,192670
0.3333333333333333,0.5,0.7,0.5111111111111111,coco,blip2,374545
0.3333333333333333,0.5,0.7,0.5111111111111111,coco,blip2,326174
0.6666666666666666,0.5,0.7,0.6222222222222221,coco,blip2,75393
0.3333333333333333,0.5,0.7,0.5111111111111111,coco,blip2,146831
0.6666666666666666,0.5,0.7,0.6222222222222221,coco,blip2,32081
0.3333333333333333,0.5,0.7,0.5111111111111111,coco,blip2,492282
0.3333333333333333,0.5,0.7,0.5111111111111111,coco,blip2,430073
0.3333333333333333,0.8,0.7,0.611111111111111,coco,blip2,228214
0.3333333333333333,0.5,0.7,0.5111111111111111,coco,blip2,509260
0.6666666666666666,0.5,0.7,0.6222222222222221,coco,blip2,73946
0.3333333333333333,0.5,0.7,0.5111111111111111,coco,blip2,269314
0.3333333333333333,0.8,0.7,0.611111111111111,coco,blip2,277005
0.3333333333333333,0.5,0.7,0.5111111111111111,coco,blip2,157098
0.3333333333333333,0.5,0.7,0.5111111111111111,coco,blip2,61333
0.6666666666666666,0.5,0.7,0.6222222222222221,coco,blip2,420840
0.6666666666666666,0.5,0.7,0.6222222222222221,coco,blip2,389933
0.3333333333333333,0.3,0.7,0.4444444444444444,coco,blip2,309173
0.6666666666666666,0.5,0.7,0.6222222222222221,coco,blip2,460347
0.3333333333333333,0.5,0.7,0.5111111111111111,coco,blip2,132703
0.3333333333333333,0.5,0.7,0.5111111111111111,coco,blip2,433204
0.3333333333333333,0.5,0.7,0.5111111111111111,coco,blip2,17115
0.3333333333333333,0.5,0.7,0.5111111111111111,coco,blip2,533145
0.3333333333333333,0.5,0.7,0.5111111111111111,coco,blip2,451144
0.3333333333333333,0.5,0.7,0.5111111111111111,coco,blip2,530457
0.3333333333333333,0.5,0.7,0.5111111111111111,coco,blip2,180560
0.3333333333333333,0.5,0.7,0.5111111111111111,coco,blip2,4495
0.3333333333333333,0.5,0.7,0.5111111111111111,coco,blip2,337055
0.6666666666666666,0.5,0.7,0.6222222222222221,coco,blip2,17178
0.3333333333333333,0.8,0.7,0.611111111111111,coco,blip2,541664
0.6666666666666666,0.5,0.7,0.6222222222222221,coco,blip2,39551
0.3333333333333333,0.5,0.7,0.5111111111111111,coco,blip2,350122
0.3333333333333333,0.5,0.7,0.5111111111111111,coco,blip2,292488
0.3333333333333333,0.5,0.7,0.5111111111111111,coco,blip2,475484
0.3333333333333333,0.8,0.7,0.611111111111111,coco,blip2,267537
0.6666666666666666,0.8,0.7,0.7222222222222223,coco,blip2,64523
0.3333333333333333,0.5,0.7,0.5111111111111111,coco,blip2,78404
0.6666666666666666,0.5,0.7,0.6222222222222221,coco,blip2,185292
0.3333333333333333,0.5,0.7,0.5111111111111111,coco,blip2,410934
0.3333333333333333,0.8,0.7,0.611111111111111,coco,blip2,213605
0.3333333333333333,0.5,0.7,0.5111111111111111,coco,blip2,459467
0.3333333333333333,0.5,0.7,0.5111111111111111,coco,blip2,526751
0.3333333333333333,0.5,0.7,0.5111111111111111,coco,blip2,453634
0.3333333333333333,0.5,0.7,0.5111111111111111,coco,blip2,569030
0.6666666666666666,0.5,0.7,0.6222222222222221,coco,blip2,474021
0.3333333333333333,0.5,0.7,0.5111111111111111,coco,blip2,286553
0.3333333333333333,0.5,0.7,0.5111111111111111,coco,blip2,410428
0.3333333333333333,0.8,0.7,0.611111111111111,coco,blip2,140556
0.3333333333333333,0.5,0.7,0.5111111111111111,coco,blip2,63740
0.3333333333333333,0.5,0.7,0.5111111111111111,coco,blip2,561465
0.3333333333333333,0.5,0.7,0.5111111111111111,coco,blip2,262440
0.3333333333333333,0.5,0.7,0.5111111111111111,coco,blip2,263474
0.3333333333333333,0.5,0.7,0.5111111111111111,coco,blip2,533958
0.6666666666666666,0.5,0.7,0.6222222222222221,coco,blip2,502737
0.3333333333333333,0.5,0.7,0.5111111111111111,coco,blip2,465718
0.6666666666666666,0.5,0.7,0.6222222222222221,coco,blip2,14888
0.6666666666666666,0.5,0.7,0.6222222222222221,coco,blip2,24027
0.3333333333333333,0.8,0.7,0.611111111111111,coco,blip2,521052
0.6666666666666666,0.5,0.7,0.6222222222222221,coco,blip2,279541
0.3333333333333333,0.8,0.7,0.611111111111111,coco,blip2,366141
0.6666666666666666,0.5,0.7,0.6222222222222221,coco,blip2,293625
0.3333333333333333,0.5,0.7,0.5111111111111111,coco,blip2,407943
0.3333333333333333,0.5,0.7,0.5111111111111111,coco,blip2,335954
0.6666666666666666,0.5,0.7,0.6222222222222221,coco,blip2,312720
0.3333333333333333,0.5,0.7,0.5111111111111111,coco,blip2,568814
0.3333333333333333,0.5,0.7,0.5111111111111111,coco,blip2,9483
0.6666666666666666,0.8,0.7,0.7222222222222223,coco,blip2,370711
0.3333333333333333,0.5,0.7,0.5111111111111111,coco,blip2,419096
0.3333333333333333,0.5,0.7,0.5111111111111111,coco,blip2,535253
0.3333333333333333,0.5,0.7,0.5111111111111111,coco,blip2,209829
0.6666666666666666,0.5,0.7,0.6222222222222221,coco,blip2,422836
0.3333333333333333,0.5,0.7,0.5111111111111111,coco,blip2,293474
0.3333333333333333,0.5,0.7,0.5111111111111111,coco,blip2,256518
0.6666666666666666,0.5,0.7,0.6222222222222221,coco,blip2,162415
0.3333333333333333,0.5,0.7,0.5111111111111111,coco,blip2,215245
0.6666666666666666,0.8,0.7,0.7222222222222223,coco,blip2,189475
0.3333333333333333,0.5,0.7,0.5111111111111111,coco,blip2,343706
0.3333333333333333,0.5,0.7,0.5111111111111111,coco,blip2,165039
0.6666666666666666,0.5,0.7,0.6222222222222221,coco,blip2,161861
0.3333333333333333,0.5,0.7,0.5111111111111111,coco,blip2,67180
0.3333333333333333,0.5,0.7,0.5111111111111111,coco,blip2,497568
0.3333333333333333,0.5,0.7,0.5111111111111111,coco,blip2,162092
0.3333333333333333,0.5,0.7,0.5111111111111111,coco,blip2,284762
0.6666666666666666,0.8,0.7,0.7222222222222223,coco,blip2,164602
0.3333333333333333,0.5,0.7,0.5111111111111111,coco,blip2,64495
0.3333333333333333,0.5,0.7,0.5111111111111111,coco,blip2,485802
0.3333333333333333,0.5,0.7,0.5111111111111111,coco,blip2,158945
0.3333333333333333,0.5,0.7,0.5111111111111111,coco,blip2,54628
0.3333333333333333,0.5,0.7,0.5111111111111111,coco,blip2,301421
0.3333333333333333,0.5,0.7,0.5111111111111111,coco,blip2,36678
0.6666666666666666,0.8,0.7,0.7222222222222223,coco,blip2,404484
0.3333333333333333,0.5,0.7,0.5111111111111111,coco,blip2,291634
0.6666666666666666,0.5,0.7,0.6222222222222221,coco,blip2,549220
0.6666666666666666,0.8,0.7,0.7222222222222223,coco,blip2,309938
0.3333333333333333,0.5,0.7,0.5111111111111111,coco,blip2,26564
0.3333333333333333,0.5,0.7,0.5111111111111111,coco,blip2,559547
0.3333333333333333,0.5,0.7,0.5111111111111111,coco,blip2,58636
0.6666666666666666,0.5,0.7,0.6222222222222221,coco,blip2,80671
0.6666666666666666,0.5,0.7,0.6222222222222221,coco,blip2,3934
0.3333333333333333,0.5,0.7,0.5111111111111111,coco,blip2,39477
0.6666666666666666,0.8,0.7,0.7222222222222223,coco,blip2,192670
0.3333333333333333,0.5,0.7,0.5111111111111111,coco,blip2,374545
0.3333333333333333,0.5,0.7,0.5111111111111111,coco,blip2,326174
0.6666666666666666,0.5,0.7,0.6222222222222221,coco,blip2,75393
0.3333333333333333,0.5,0.7,0.5111111111111111,coco,blip2,146831
0.6666666666666666,0.5,0.7,0.6222222222222221,coco,blip2,32081
0.3333333333333333,0.5,0.7,0.5111111111111111,coco,blip2,492282
0.3333333333333333,0.5,0.7,0.5111111111111111,coco,blip2,430073
0.3333333333333333,0.8,0.7,0.611111111111111,coco,blip2,228214
0.3333333333333333,0.5,0.7,0.5111111111111111,coco,blip2,509260
0.6666666666666666,0.5,0.7,0.6222222222222221,coco,blip2,73946
0.3333333333333333,0.5,0.7,0.5111111111111111,coco,blip2,269314
0.3333333333333333,0.8,0.7,0.611111111111111,coco,blip2,277005
0.3333333333333333,0.5,0.7,0.5111111111111111,coco,blip2,157098
0.3333333333333333,0.5,0.7,0.5111111111111111,coco,blip2,61333
0.6666666666666666,0.5,0.7,0.6222222222222221,coco,blip2,420840
0.6666666666666666,0.5,0.7,0.6222222222222221,coco,blip2,389933
0.3333333333333333,0.3,0.7,0.4444444444444444,coco,blip2,309173
0.6666666666666666,0.5,0.7,0.6222222222222221,coco,blip2,460347
0.3333333333333333,0.5,0.7,0.5111111111111111,coco,blip2,132703
0.3333333333333333,0.5,0.7,0.5111111111111111,coco,blip2,433204
0.3333333333333333,0.5,0.7,0.5111111111111111,coco,blip2,17115
0.3333333333333333,0.5,0.7,0.5111111111111111,coco,blip2,533145
0.3333333333333333,0.5,0.7,0.5111111111111111,coco,blip2,451144
0.3333333333333333,0.5,0.7,0.5111111111111111,coco,blip2,530457
0.3333333333333333,0.5,0.7,0.5111111111111111,coco,blip2,180560
0.3333333333333333,0.5,0.7,0.5111111111111111,coco,blip2,4495
0.3333333333333333,0.5,0.7,0.5111111111111111,coco,blip2,337055
0.6666666666666666,0.5,0.7,0.6222222222222221,coco,blip2,17178
0.3333333333333333,0.8,0.7,0.611111111111111,coco,blip2,541664
0.6666666666666666,0.5,0.7,0.6222222222222221,coco,blip2,39551
0.3333333333333333,0.5,0.7,0.5111111111111111,coco,blip2,350122
0.3333333333333333,0.5,0.7,0.5111111111111111,coco,blip2,292488
0.3333333333333333,0.5,0.7,0.5111111111111111,coco,blip2,475484
0.3333333333333333,0.8,0.7,0.611111111111111,coco,blip2,267537
0.6666666666666666,0.8,0.7,0.7222222222222223,coco,blip2,64523
0.3333333333333333,0.5,0.7,0.5111111111111111,coco,blip2,78404
0.6666666666666666,0.5,0.7,0.6222222222222221,coco,blip2,185292
0.3333333333333333,0.5,0.7,0.5111111111111111,coco,blip2,410934
0.3333333333333333,0.8,0.7,0.611111111111111,coco,blip2,213605
0.3333333333333333,0.5,0.7,0.5111111111111111,coco,blip2,459467
0.3333333333333333,0.5,0.7,0.5111111111111111,coco,blip2,526751
0.3333333333333333,0.5,0.7,0.5111111111111111,coco,blip2,453634
0.3333333333333333,0.5,0.7,0.5111111111111111,coco,blip2,569030
0.6666666666666666,0.5,0.7,0.6222222222222221,coco,blip2,474021
0.3333333333333333,0.5,0.7,0.5111111111111111,coco,blip2,286553
0.3333333333333333,0.5,0.7,0.5111111111111111,coco,blip2,410428
0.3333333333333333,0.8,0.7,0.611111111111111,coco,blip2,140556
0.3333333333333333,0.5,0.7,0.5111111111111111,coco,blip2,63740
0.3333333333333333,0.5,0.7,0.5111111111111111,coco,blip2,561465
0.3333333333333333,0.5,0.7,0.5111111111111111,coco,blip2,262440
0.3333333333333333,0.5,0.7,0.5111111111111111,coco,blip2,263474
0.3333333333333333,0.5,0.7,0.5111111111111111,coco,blip2,533958
0.6666666666666666,0.5,0.7,0.6222222222222221,coco,blip2,502737
0.3333333333333333,0.5,0.7,0.5111111111111111,coco,blip2,436883
0.3333333333333333,0.8,0.7,0.611111111111111,coco,blip2,441468
0.6666666666666666,0.8,0.7,0.7222222222222223,coco,blip2,271402
0.6666666666666666,0.5,0.7,0.6222222222222221,coco,blip2,382696
0.3333333333333333,0.5,0.7,0.5111111111111111,coco,blip2,182021
0.3333333333333333,0.5,0.7,0.5111111111111111,coco,blip2,376442
0.3333333333333333,0.8,0.7,0.611111111111111,coco,blip2,235784
0.6666666666666666,0.5,0.7,0.6222222222222221,coco,blip2,473121
